date,Unnamed: 0,temperature,relative_humidity,dew_point,apparent_temperature,precipitation_probability,rain,surface_pressure,bike_stands,available_bike_stands
2023-08-21 17:00:00+00:00,10145.888888888889,31.933333333333337,36.44444444444444,15.199999999999998,32.87777777777778,0.0,0.0,988.3777777777777,22.0,8.0
2023-08-21 18:00:00+00:00,10156.0,30.685714285714287,41.44444444444444,16.177777777777777,32.333333333333336,0.0,0.0,988.0111111111112,22.0,7.444444444444445
2023-08-21 19:00:00+00:00,10163.777777777777,28.266666666666666,55.0,17.966666666666665,30.466666666666665,0.0,0.0,987.8333333333334,22.0,3.7777777777777777
2023-08-21 20:00:00+00:00,10173.42857142857,23.400000000000002,69.85714285714286,17.38571428571429,25.17142857142857,0.0,0.0,987.9857142857144,22.0,2.2857142857142856
2023-08-21 21:00:00+00:00,10179.875,21.4375,67.125,15.100000000000001,22.5625,0.0,0.0,988.3875,22.0,0.625
2023-08-21 22:00:00+00:00,10187.333333333334,20.55,70.5,14.950000000000001,21.45,0.0,0.0,988.4499999999999,22.0,0.0
2023-08-21 23:00:00+00:00,10192.5,19.95,76.0,15.549999999999999,20.95,0.0,0.0,988.5999999999999,22.0,0.0
2023-08-22 00:00:00+00:00,10199.5,19.66,80.0,16.099999999999998,21.0,0.0,0.0,988.5,22.0,0.0
2023-08-22 01:00:00+00:00,10206.2,19.233333333333334,83.0,16.32,20.639999999999997,0.0,0.0,988.2,22.0,0.0
2023-08-22 02:00:00+00:00,10209.5,19.1,80.5,15.699999999999998,20.2,0.0,0.0,988.1500000000001,22.0,0.0
2023-08-22 03:00:00+00:00,10216.5,18.68,79.5,15.149999999999999,19.75,0.0,0.0,988.0500000000001,22.0,0.0
2023-08-22 04:00:00+00:00,10225.285714285714,18.15,81.0,14.814285714285715,19.042857142857144,0.0,0.0,987.657142857143,22.0,1.5714285714285714
2023-08-22 05:00:00+00:00,10232.9,18.02,77.4,14.0,18.52,0.0,0.0,987.3399999999999,22.0,6.7
2023-08-22 06:00:00+00:00,10242.0,17.827272727272728,78.81818181818181,14.090909090909092,18.563636363636363,0.0,0.0,987.5181818181819,22.0,8.727272727272727
2023-08-22 07:00:00+00:00,10252.0,19.3,84.5,16.6,21.15,0.0,0.0,987.9,22.0,11.5
2023-08-22 08:00:00+00:00,10263.454545454546,23.22222222222222,77.72727272727273,18.918181818181818,26.0,0.0,0.0,988.2090909090908,22.0,19.818181818181817
2023-08-22 09:00:00+00:00,10274.0,25.872727272727275,69.45454545454545,19.80909090909091,29.41818181818182,0.0,0.0,988.4636363636364,22.0,19.90909090909091
2023-08-22 10:00:00+00:00,10283.5,27.655555555555555,64.0,20.05,31.25,0.0,0.0,988.5,22.0,18.2
2023-08-22 11:00:00+00:00,10294.5,29.75,57.5,20.0,33.1,0.0,0.0,988.25,22.0,15.8
2023-08-22 12:00:00+00:00,10305.90909090909,31.139999999999997,51.09090909090909,19.645454545454548,34.95454545454545,0.0,0.0,987.7727272727273,22.0,12.0
2023-08-22 13:00:00+00:00,10316.0,32.47777777777778,41.0,17.463636363636365,35.06363636363637,0.0,0.0,987.2272727272727,22.0,12.363636363636363
2023-08-22 14:00:00+00:00,10325.6,33.51111111111111,34.0,15.420000000000002,34.5,0.0,0.0,986.8799999999999,22.0,10.1
2023-08-22 15:00:00+00:00,10334.4,33.92857142857143,30.6,14.2,33.96,0.0,0.0,986.5,22.0,10.3
2023-08-22 16:00:00+00:00,10348.90909090909,33.611111111111114,32.27272727272727,14.763636363636364,33.6,0.0,0.0,985.9272727272728,22.0,1.0909090909090908
2023-08-22 17:00:00+00:00,10355.111111111111,32.8,39.44444444444444,17.177777777777777,33.82222222222222,0.0,0.0,985.5111111111112,22.0,5.222222222222222
2023-08-22 18:00:00+00:00,10368.6,31.5,50.5,19.8,33.8,0.0,0.0,985.35,22.0,6.9
2023-08-22 19:00:00+00:00,10374.625,29.814285714285713,59.375,20.8125,33.05,0.0,0.0,985.225,22.0,10.5
2023-08-22 20:00:00+00:00,10383.9,26.72222222222222,69.0,20.72,30.859999999999996,0.0,0.0,985.3,22.0,9.9
2023-08-22 21:00:00+00:00,10392.0,23.95,73.5,18.950000000000003,26.9,0.0,0.0,985.55,22.0,8.5
2023-08-22 22:00:00+00:00,10402.166666666666,22.349999999999998,72.0,17.05,24.3,0.0,0.0,985.75,22.0,10.333333333333334
2023-08-22 23:00:00+00:00,10405.57142857143,21.414285714285715,74.57142857142857,16.67142857142857,23.2,0.0,0.0,985.8714285714286,22.0,11.0
2023-08-23 00:00:00+00:00,10413.5,20.84,77.5,16.75,22.650000000000002,0.0,0.0,985.75,22.0,11.666666666666666
